Age,Budget,Interet,Duree,Climat,Type_Voyage,Saison,Nationalite,Activite,Destination
33,7597.0,Nature,8,Désertique,Famille,Hiver,Français,Musée,Reykjavik
30,7184.0,Aventure,5,Froid,Couple,Hiver,Allemand,Histoire,Queenstown
20,1914.0,Culture,18,Chaud,Amis,Printemps,Brésilien,Opéra,Hanoï
37,5875.0,Shopping,9,Froid,Famille,Printemps,Allemand,Randonnée,Queenstown
20,5598.0,Plage,20,Chaud,Solo,Printemps,Allemand,Tango,Santorin
40,6417.0,Nature,7,Froid,Couple,Hiver,Australien,Musée,Reykjavik
20,6499.0,Aventure,9,Désertique,Amis,Printemps,Allemand,Shopping,Dubai
65,5159.0,Gastronomie,19,Froid,Amis,Été,Chinois,Architecture,Queenstown
63,4966.0,Histoire,6,Tempéré,Amis,Hiver,Français,Carnaval,Le Cap
41,,Cultuer,20,Désertique,Famille,Printemps,Australien,Randonnée,Machu Picchu
49,7206.0,Shopping,19,Tempéré,Solo,Hiver,Australien,Randonnée,Machu Picchu
36,7532.0,Shopping,5,Froid,Famille,Automne,Australien,Gastronomie,Tokyo
37,3833.0,Histoire,20,Froid,Amis,Printemps,Indien,Shopping,Londres
36,1314.0,Nature,10,Tempéré,Couple,Hiver,Britannique,Gastronomie,Lisbonne
24,1435.0,Plage,16,Chaud,Solo,Été,Indien,Surf,Bali
67,7616.0,Plage,14,Froid,Couple,Automne,Britannique,Musique,Vienne
56,5384.0,Nature,16,Chaud,Amis,Hiver,Canadien,Musée,Reykjavik
54,1584.0,Ville,13,Tempéré,Amis,Été,Français,Surf,Lisbonne
54,7457.0,Aventure,14,Froid,Famille,Automne,Américain,Gastronomie,Queenstown
27,1321.0,Cultuer,8,Tempéré,Amis,Automne,Chinois,Randonnée,
27,1321.0,Cultuer,8,Tempéré,Amis,Automne,Chinois,Randonnée,Machu Picchu
64,2565.0,Nature,17,Tempéré,Amis,Automne,Australien,Shopping,Le Cap
52,2047.0,Shopping,15,Chaud,Solo,Hiver,Japonais,Shopping,Marrakech
22,7455.0,Histoire,18,Chaud,Couple,Été,Britannique,Aurores boréales,Reykjavik
57,6708.0,Aventure,11,Froid,Famille,Hiver,Canadien,Randonnée,Machu Picchu
58,7743.0,Shopping,18,Désertique,Couple,Automne,Allemand,Randonnée,Dubai
64,2769.0,Culture,5,Tempéré,Famille,Été,Britannique,Tango,Buenos Aires
25,7864.0,Aventure,15,Chaud,Couple,Automne,Indien,Musée,Queenstown
40,7734.0,Histoire,16,Désertique,Famille,Été,Brésilien,Architecture,Dubai
44,4035.0,Aventure,3,Tempéré,Couple,Hiver,Allemand,Carnaval,Machu Picchu
64,,Cultuer,6,Désertique,Couple,Printemps,Britannique,Shopping,Dubai
47,6110.0,Ville,9,Chaud,Amis,Hiver,Britannique,Gastronomie,Bangkok
66,3133.0,Aventure,14,Chaud,Famille,Printemps,Indien,Opéra,Machu Picchu
57,3370.0,Nature,10,Chaud,Couple,Hiver,Indien,Histoire,Rome
34,3789.0,Plage,4,Tempéré,Amis,Été,Allemand,Musée,Paris
64,7089.0,Culture,3,Désertique,Amis,Printemps,Allemand,Tango,Buenos Aires
53,3084.0,Culture,6,Désertique,Amis,Hiver,Indien,Randonnée,Paris
61,1086.0,Histoire,20,Chaud,Famille,Automne,Japonais,Photographie,Santorin
26,5250.0,Histoire,15,Froid,Couple,Printemps,Britannique,Romance,Queenstown
44,5069.0,Aventure,14,Froid,Solo,Printemps,Canadien,Aurores boréales,Queenstown
25,2720.0,Cultuer,12,Froid,Amis,Printemps,Brésilien,Musique,Vienne
18,6675.0,Nature,18,Tempéré,Solo,Printemps,Indien,Opéra,Le Cap
66,4829.0,Culture,15,Chaud,Solo,Automne,Britannique,Carnaval,Rome
43,3668.0,Nature,20,Tempéré,Couple,Printemps,Indien,Romance,Le Cap
24,4636.0,Nature,11,Tempéré,Solo,Été,Indien,Opéra,Le Cap
63,4863.0,Nature,14,Désertique,Famille,Printemps,Canadien,Carnaval,Reykjavik
24,7001.0,Ville,3,Désertique,Couple,Été,Britannique,Musique,Dubai
62,4119.0,Nature,18,Froid,Solo,Printemps,Américain,Surf,Reykjavik
66,7268.0,Ville,8,Tempéré,Famille,Printemps,Américain,Randonnée,New York
58,2947.0,Plage,14,Désertique,Solo,Automne,Français,Photographie,Santorin
42,,Cultuer,16,Désertique,Amis,Printemps,Canadien,Musique,Vienne
48,1053.0,Ville,6,Tempéré,Amis,Automne,Allemand,Architecture,Lisbonne
35,3951.0,Nature,4,Chaud,Amis,Automne,Canadien,Randonnée,Le Cap
51,3568.0,Culture,11,Tempéré,Solo,Printemps,Britannique,Tango,Buenos Aires
52,6781.0,Nature,6,Froid,Solo,Hiver,Brésilien,Surf,Reykjavik
18,5692.0,Shopping,8,Désertique,Couple,Hiver,Japonais,Photographie,Santorin
66,7230.0,Ville,14,Désertique,Solo,Printemps,Français,Histoire,Dubai
22,2311.0,Plage,14,Tempéré,Amis,Printemps,Américain,Photographie,Santorin
68,6216.0,Nature,7,Désertique,Amis,Printemps,Allemand,Musée,Reykjavik
67,7962.0,Ville,16,Froid,Couple,Hiver,Britannique,Aurores boréales,Londres
66,7242.0,Cultuer,20,Froid,Solo,Hiver,Canadien,Opéra,Sydney
34,4888.0,Histoire,15,Désertique,Famille,Automne,Canadien,Romance,Venise
54,3145.0,Nature,20,Désertique,Famille,Automne,Allemand,Architecture,Le Cap
43,3304.0,Culture,9,Froid,Amis,Hiver,Britannique,Histoire,Prague
58,7154.0,Nature,20,Chaud,Solo,Automne,Japonais,Opéra,Sydney
36,6349.0,Plage,14,Désertique,Famille,Printemps,Britannique,Surf,Bali
21,2448.0,Ville,20,Désertique,Solo,Printemps,Brésilien,Aurores boréales,Dubai
42,7204.0,Gastronomie,3,Chaud,Solo,Hiver,Américain,Architecture,Barcelone
66,1227.0,Nature,6,Désertique,Amis,Été,Brésilien,Gastronomie,Hanoï
37,1608.0,Nature,5,Froid,Famille,Été,Japonais,Ski,Reykjavik
29,,Cultuer,13,Chaud,Amis,Automne,Australien,Musée,
29,,Cultuer,13,Chaud,Amis,Automne,Australien,Musée,Paris
46,2609.0,Shopping,10,Tempéré,Famille,Automne,Canadien,Carnaval,Rio de Janeiro
23,6137.0,Ville,20,Désertique,Amis,Été,Canadien,Opéra,Sydney
25,4113.0,Aventure,8,Chaud,Famille,Hiver,Indien,Romance,Machu Picchu
58,3400.0,Nature,17,Tempéré,Famille,Printemps,Français,Opéra,Le Cap
49,7775.0,Culture,9,Désertique,Famille,Hiver,Japonais,Architecture,Tokyo
44,6410.0,Gastronomie,11,Désertique,Amis,Hiver,Canadien,Architecture,Barcelone
23,4742.0,Nature,20,Désertique,Solo,Automne,Japonais,Musée,Reykjavik
30,3771.0,Plage,17,Froid,Famille,Printemps,Australien,Shopping,Santorin
18,1545.0,Plage,8,Désertique,Solo,Printemps,Britannique,Randonnée,Bali
23,1483.0,Cultuer,9,Tempéré,Amis,Printemps,Français,Randonnée,Machu Picchu
30,7616.0,Gastronomie,4,Froid,Couple,Été,Australien,Gastronomie,Tokyo
65,6703.0,Ville,12,Chaud,Amis,Automne,Français,Opéra,Sydney
68,4212.0,Shopping,14,Froid,Famille,Printemps,Allemand,Tango,Buenos Aires
54,4506.0,Culture,13,Désertique,Amis,Hiver,Japonais,Histoire,Istanbul
33,1600.0,Histoire,15,Tempéré,Couple,Automne,Allemand,Architecture,Barcelone
61,5484.0,Aventure,13,Désertique,Famille,Été,Britannique,Musique,Queenstown
65,2400.0,Plage,7,Chaud,Amis,Été,Australien,Histoire,Barcelone
35,1063.0,Histoire,17,Chaud,Amis,Hiver,Canadien,Histoire,Le Caire
37,2161.0,Plage,7,Froid,Famille,Automne,Britannique,Architecture,Barcelone
59,,Cultuer,6,Chaud,Amis,Été,Français,Shopping,Marrakech
65,7853.0,Gastronomie,18,Désertique,Couple,Hiver,Allemand,Histoire,Kyoto
25,5923.0,Gastronomie,8,Désertique,Famille,Hiver,Australien,Photographie,Santorin
61,1870.0,Gastronomie,20,Tempéré,Amis,Hiver,Américain,Tango,Buenos Aires
32,1219.0,Nature,11,Tempéré,Famille,Printemps,Chinois,Histoire,Mexico
27,1344.0,Aventure,11,Tempéré,Solo,Printemps,Chinois,Architecture,Machu Picchu
48,2402.0,Nature,13,Froid,Famille,Automne,Américain,Histoire,Berlin
55,3297.0,Ville,5,Tempéré,Couple,Automne,Australien,Romance,Lisbonne
67,2956.0,Culture,7,Chaud,Couple,Printemps,Japonais,Romance,Venise
43,4213.0,Gastronomie,3,Tempéré,Solo,Été,Indien,Shopping,New York
61,2884.0,Cultuer,3,Tempéré,Solo,Automne,Australien,Architecture,Barcelone
66,7403.0,Ville,10,Tempéré,Famille,Automne,Allemand,Musée,Londres
39,5942.0,Culture,11,Chaud,Amis,Automne,Australien,Photographie,Rome
33,5293.0,Shopping,13,Tempéré,Famille,Été,Indien,Gastronomie,Tokyo
21,6071.0,Aventure,10,Froid,Amis,Printemps,Français,Shopping,Queenstown
32,4906.0,Gastronomie,12,Tempéré,Amis,Printemps,Chinois,Shopping,New York
25,2937.0,Ville,12,Froid,Solo,Été,Australien,Surf,Berlin
30,5101.0,Shopping,17,Froid,Famille,Été,Britannique,Opéra,Sydney
45,1489.0,Ville,15,Désertique,Solo,Automne,Allemand,Histoire,Berlin
65,6360.0,Ville,13,Désertique,Couple,Hiver,Japonais,Architecture,Dubai
49,,Cultuer,19,Tempéré,Solo,Automne,Canadien,Photographie,Santorin
52,6919.0,Shopping,5,Tempéré,Amis,Été,Américain,Musique,Tokyo
59,1803.0,Ville,14,Chaud,Amis,Printemps,Indien,Opéra,Sydney
30,6372.0,Culture,11,Chaud,Amis,Automne,Indien,Randonnée,Rome
31,5873.0,Shopping,19,Chaud,Amis,Été,Brésilien,Surf,Bali
36,1892.0,Histoire,6,Tempéré,Couple,Été,Français,Architecture,Barcelone
65,5296.0,Shopping,10,Tempéré,Couple,Hiver,Australien,Histoire,Kyoto
45,3219.0,Shopping,5,Désertique,Solo,Été,Australien,Ski,Queenstown
20,4158.0,Nature,14,Désertique,Famille,Hiver,Britannique,Randonnée,Le Cap
39,5258.0,Shopping,8,Désertique,Amis,Printemps,Australien,Architecture,Barcelone
45,6674.0,Cultuer,14,Désertique,Couple,Automne,Britannique,Shopping,
45,6674.0,Cultuer,14,Désertique,Couple,Automne,Britannique,Shopping,Dubai
42,2799.0,Shopping,4,Tempéré,Solo,Été,Indien,Opéra,Istanbul
31,6494.0,Plage,19,Désertique,Amis,Automne,Brésilien,Shopping,Dubai
68,2445.0,Aventure,12,Chaud,Couple,Été,Britannique,Surf,Bali
67,4794.0,Histoire,9,Chaud,Famille,Printemps,Chinois,Carnaval,Rio de Janeiro
65,2780.0,Plage,15,Désertique,Couple,Hiver,Brésilien,Tango,Barcelone
49,5067.0,Histoire,3,Désertique,Famille,Été,Chinois,Musée,Londres
59,1591.0,Nature,19,Désertique,Couple,Printemps,Chinois,Romance,Le Cap
25,5903.0,Plage,20,Désertique,Solo,Printemps,Brésilien,Gastronomie,Tokyo
40,7601.0,Ville,11,Tempéré,Amis,Hiver,Japonais,Gastronomie,Lisbonne
56,,Cultuer,12,Tempéré,Famille,Printemps,Britannique,Surf,Bali
46,1242.0,Gastronomie,14,Désertique,Couple,Hiver,Canadien,Shopping,Dubai
41,5980.0,Aventure,13,Tempéré,Amis,Été,Américain,Carnaval,Machu Picchu
31,3769.0,Histoire,7,Désertique,Famille,Hiver,Britannique,Histoire,Istanbul
36,1676.0,Histoire,20,Chaud,Famille,Automne,Français,Shopping,Marrakech
47,5481.0,Aventure,12,Froid,Amis,Printemps,Américain,Photographie,Queenstown
59,2024.0,Culture,10,Froid,Couple,Hiver,Chinois,Aurores boréales,Prague
64,7740.0,Culture,17,Chaud,Famille,Printemps,Français,Architecture,Rome
47,5262.0,Histoire,17,Chaud,Amis,Hiver,Allemand,Tango,Sydney
69,5430.0,Gastronomie,12,Chaud,Couple,Hiver,Japonais,Shopping,Marrakech
61,6780.0,Cultuer,18,Chaud,Famille,Été,Brésilien,Randonnée,Machu Picchu
64,7068.0,Shopping,3,Désertique,Amis,Automne,Français,Musée,Dubai
62,3252.0,Shopping,13,Froid,Famille,Hiver,Américain,Surf,Amsterdam
68,3442.0,Ville,13,Chaud,Couple,Printemps,Français,Tango,Sydney
37,5889.0,Shopping,17,Chaud,Amis,Automne,Français,Histoire,Rome
29,4721.0,Histoire,9,Froid,Solo,Automne,Français,Romance,Venise
50,3660.0,Histoire,13,Désertique,Solo,Hiver,Britannique,Histoire,Istanbul
45,4723.0,Culture,5,Tempéré,Couple,Hiver,Chinois,Photographie,Venise
50,2637.0,Gastronomie,5,Désertique,Amis,Printemps,Indien,Architecture,Barcelone
18,1526.0,Culture,20,Désertique,Couple,Été,Chinois,Romance,Venise
36,,Cultuer,20,Désertique,Amis,Printemps,Canadien,Tango,Buenos Aires
43,1558.0,Aventure,7,Tempéré,Famille,Printemps,Chinois,Opéra,Machu Picchu
57,6060.0,Aventure,15,Désertique,Famille,Hiver,Américain,Romance,Queenstown
48,7706.0,Culture,3,Chaud,Solo,Printemps,Australien,Shopping,Marrakech
43,6233.0,Nature,12,Chaud,Famille,Hiver,Britannique,Musique,Reykjavik
26,4382.0,Gastronomie,10,Désertique,Amis,Été,Chinois,Architecture,Barcelone
30,6500.0,Gastronomie,9,Désertique,Solo,Automne,Japonais,Ski,Queenstown
65,3972.0,Aventure,17,Froid,Amis,Automne,Indien,Randonnée,Machu Picchu
32,5797.0,Nature,5,Désertique,Solo,Hiver,Canadien,Gastronomie,Reykjavik
22,4316.0,Culture,6,Chaud,Famille,Automne,Canadien,Tango,Buenos Aires
66,6099.0,Cultuer,19,Froid,Couple,Hiver,Canadien,Randonnée,Queenstown
54,7052.0,Gastronomie,15,Froid,Amis,Automne,Américain,Musique,Vienne
22,3029.0,Aventure,3,Tempéré,Famille,Été,Canadien,Shopping,Machu Picchu
53,7425.0,Aventure,12,Désertique,Amis,Printemps,Australien,Randonnée,Machu Picchu
30,1447.0,Histoire,9,Chaud,Famille,Printemps,Brésilien,Architecture,Barcelone
33,4247.0,Plage,10,Chaud,Amis,Hiver,Australien,Randonnée,Santorin
55,1799.0,Nature,12,Chaud,Famille,Hiver,Américain,Musique,Le Cap
60,7482.0,Culture,10,Froid,Couple,Hiver,Britannique,Surf,Prague
18,5834.0,Aventure,13,Tempéré,Famille,Hiver,Indien,Gastronomie,Tokyo
34,1971.0,Gastronomie,8,Froid,Famille,Printemps,Français,Romance,Prague
51,,Cultuer,18,Chaud,Amis,Automne,Indien,Tango,
51,,Cultuer,18,Chaud,Amis,Automne,Indien,Tango,Buenos Aires
26,6505.0,Plage,15,Désertique,Amis,Printemps,Américain,Architecture,Barcelone
60,1875.0,Histoire,13,Désertique,Amis,Été,Australien,Shopping,Dubai
65,2245.0,Nature,15,Froid,Amis,Printemps,Brésilien,Musique,Vienne
28,3161.0,Shopping,13,Désertique,Amis,Hiver,Français,Photographie,Santorin
46,4259.0,Gastronomie,3,Désertique,Amis,Automne,Indien,Carnaval,Rio de Janeiro
20,1498.0,Aventure,3,Tempéré,Couple,Été,Chinois,Musique,Machu Picchu
19,4957.0,Plage,9,Désertique,Solo,Été,Allemand,Architecture,Barcelone
34,3594.0,Shopping,8,Chaud,Famille,Été,Américain,Musée,Londres
19,7206.0,Shopping,11,Chaud,Famille,Hiver,Allemand,Ski,Queenstown
59,4016.0,Cultuer,3,Désertique,Couple,Printemps,Américain,Opéra,Sydney
24,5368.0,Shopping,5,Désertique,Solo,Printemps,Chinois,Architecture,Barcelone
43,1021.0,Ville,11,Tempéré,Couple,Printemps,Français,Shopping,New York
63,7005.0,Ville,11,Désertique,Amis,Été,Français,Architecture,Dubai
63,7365.0,Plage,18,Chaud,Couple,Été,Allemand,Shopping,Bali
33,1227.0,Aventure,18,Tempéré,Solo,Printemps,Australien,Tango,Machu Picchu
26,6321.0,Histoire,19,Tempéré,Amis,Automne,Canadien,Photographie,Kyoto
22,7395.0,Aventure,3,Chaud,Couple,Hiver,Allemand,Gastronomie,Bangkok
65,5489.0,Aventure,14,Désertique,Couple,Automne,Allemand,Romance,Queenstown
40,5488.0,Shopping,6,Tempéré,Solo,Hiver,Brésilien,Surf,New York
26,,Cultuer,20,Désertique,Famille,Été,Brésilien,Histoire,Rome
26,1544.0,Gastronomie,20,Froid,Amis,Hiver,Chinois,Musique,Vienne
45,1288.0,Ville,5,Tempéré,Solo,Hiver,Canadien,Romance,Lisbonne
68,6964.0,Shopping,6,Désertique,Amis,Automne,Indien,Romance,Venise
58,1190.0,Ville,10,Froid,Amis,Automne,Américain,Tango,Berlin
20,1082.0,Gastronomie,16,Froid,Couple,Automne,Brésilien,Photographie,Prague
64,1652.0,Aventure,15,Tempéré,Famille,Printemps,Indien,Histoire,Machu Picchu
26,1650.0,Histoire,17,Chaud,Solo,Printemps,Brésilien,Histoire,Le Caire
25,5724.0,Histoire,9,Tempéré,Couple,Été,Français,Gastronomie,Tokyo
64,4754.0,Histoire,10,Froid,Famille,Hiver,Indien,Architecture,Reykjavik
46,7922.0,Cultuer,11,Tempéré,Amis,Hiver,Indien,Architecture,Tokyo
58,7686.0,Ville,16,Chaud,Couple,Automne,Indien,Architecture,Sydney
33,6811.0,Histoire,3,Chaud,Famille,Hiver,Japonais,Architecture,Barcelone
68,5577.0,Shopping,13,Froid,Amis,Hiver,Américain,Opéra,Sydney
66,5186.0,Gastronomie,20,Tempéré,Solo,Été,Américain,Architecture,New York
42,3852.0,Nature,16,Tempéré,Couple,Automne,Allemand,Photographie,Le Cap
45,5977.0,Plage,7,Désertique,Solo,Hiver,Britannique,Histoire,Kyoto
68,2303.0,Culture,3,Chaud,Amis,Été,Britannique,Shopping,Marrakech
36,4589.0,Shopping,3,Froid,Amis,Automne,Indien,Histoire,Berlin
22,1105.0,Culture,3,Froid,Couple,Printemps,Américain,Tango,Buenos Aires
69,,Cultuer,20,Chaud,Amis,Printemps,Japonais,Tango,Buenos Aires
69,2472.0,Aventure,16,Chaud,Couple,Été,Chinois,Histoire,Rome
18,7007.0,Histoire,7,Désertique,Famille,Automne,Américain,Carnaval,Dubai
49,2301.0,Histoire,3,Désertique,Solo,Printemps,Australien,Aurores boréales,Reykjavik
40,4713.0,Histoire,11,Chaud,Famille,Hiver,Indien,Musique,Vienne
23,6992.0,Shopping,7,Désertique,Famille,Hiver,Britannique,Surf,Bali
57,3444.0,Shopping,14,Chaud,Solo,Printemps,Canadien,Randonnée,Machu Picchu
49,7571.0,Nature,8,Chaud,Couple,Automne,Chinois,Surf,Bali
19,5170.0,Culture,17,Tempéré,Couple,Automne,Japonais,Architecture,Kyoto
25,6571.0,Gastronomie,20,Désertique,Amis,Été,Australien,Aurores boréales,Reykjavik
38,7228.0,Cultuer,17,Tempéré,Famille,Printemps,Allemand,Gastronomie,
38,7228.0,Cultuer,17,Tempéré,Famille,Printemps,Allemand,Gastronomie,Tokyo
31,2257.0,Plage,9,Froid,Famille,Hiver,Français,Carnaval,Rio de Janeiro
18,4996.0,Shopping,14,Froid,Couple,Été,Français,Carnaval,Reykjavik
23,6019.0,Histoire,3,Tempéré,Famille,Été,Français,Romance,Venise
54,2721.0,Histoire,9,Froid,Amis,Automne,Français,Gastronomie,Lisbonne
65,4931.0,Culture,7,Chaud,Couple,Été,Indien,Randonnée,Rome
47,6584.0,Ville,20,Froid,Solo,Printemps,Allemand,Ski,Queenstown
65,5385.0,Shopping,16,Tempéré,Solo,Automne,Britannique,Musée,Paris
47,7090.0,Nature,6,Désertique,Couple,Automne,Canadien,Tango,Reykjavik
19,4921.0,Culture,12,Tempéré,Couple,Automne,Allemand,Carnaval,Venise
32,,Cultuer,14,Tempéré,Couple,Automne,Britannique,Romance,Venise
18,7897.0,Ville,12,Désertique,Couple,Hiver,Français,Musée,Dubai
68,6405.0,Ville,3,Désertique,Famille,Hiver,Japonais,Histoire,Berlin
19,7804.0,Plage,15,Désertique,Amis,Été,Allemand,Aurores boréales,Bali
64,7391.0,Ville,14,Chaud,Amis,Automne,Canadien,Tango,Sydney
29,5240.0,Gastronomie,7,Froid,Famille,Automne,Japonais,Musique,Vienne
52,6166.0,Ville,5,Froid,Couple,Printemps,Japonais,Romance,Londres
69,3116.0,Shopping,3,Froid,Famille,Hiver,Japonais,Architecture,Barcelone
44,7453.0,Ville,14,Tempéré,Couple,Été,Américain,Opéra,Sydney
18,2944.0,Aventure,11,Désertique,Famille,Printemps,Brésilien,Carnaval,Machu Picchu
58,6124.0,Cultuer,18,Chaud,Couple,Automne,Brésilien,Romance,Venise
20,1344.0,Aventure,19,Désertique,Solo,Été,Australien,Ski,Queenstown
45,7078.0,Plage,5,Désertique,Couple,Été,Chinois,Histoire,Kyoto
57,6982.0,Aventure,4,Désertique,Couple,Été,Australien,Ski,Queenstown
59,3102.0,Shopping,17,Désertique,Solo,Printemps,Britannique,Opéra,Sydney
40,4168.0,Aventure,7,Chaud,Famille,Printemps,Japonais,Carnaval,Rio de Janeiro
29,4023.0,Culture,10,Froid,Couple,Printemps,Chinois,Romance,Venise
37,5432.0,Shopping,11,Chaud,Couple,Automne,Français,Opéra,Sydney
58,2322.0,Culture,15,Chaud,Couple,Printemps,Brésilien,Ski,Rome
28,7142.0,Ville,3,Chaud,Couple,Hiver,Français,Opéra,Sydney
28,,Cultuer,16,Froid,Couple,Printemps,Américain,Aurores boréales,Reykjavik
40,3983.0,Culture,7,Tempéré,Solo,Hiver,Canadien,Architecture,Venise
63,2862.0,Aventure,3,Désertique,Couple,Printemps,Canadien,Romance,Machu Picchu
26,7364.0,Histoire,17,Désertique,Famille,Automne,Australien,Tango,Dubai
40,3194.0,Culture,3,Tempéré,Solo,Automne,Japonais,Aurores boréales,Paris
61,3558.0,Plage,17,Chaud,Solo,Automne,Canadien,Randonnée,Santorin
39,1607.0,Ville,11,Chaud,Amis,Automne,Français,Shopping,Bangkok
46,5055.0,Nature,6,Froid,Solo,Printemps,Britannique,Carnaval,Reykjavik
64,5218.0,Gastronomie,17,Froid,Couple,Été,Allemand,Architecture,Queenstown
34,7242.0,Gastronomie,10,Tempéré,Solo,Printemps,Brésilien,Carnaval,Tokyo
65,6618.0,Cultuer,5,Froid,Solo,Hiver,Japonais,Ski,Queenstown
65,1345.0,Gastronomie,15,Froid,Solo,Automne,Australien,Histoire,Prague
42,3117.0,Aventure,13,Tempéré,Solo,Printemps,Indien,Opéra,Machu Picchu
62,4256.0,Culture,7,Tempéré,Amis,Hiver,Canadien,Musique,Vienne
26,6919.0,Nature,3,Froid,Couple,Automne,Indien,Histoire,Reykjavik
68,7645.0,Plage,18,Chaud,Amis,Printemps,Australien,Carnaval,Rio de Janeiro
32,2168.0,Nature,11,Désertique,Solo,Hiver,Chinois,Opéra,Le Cap
40,6106.0,Histoire,6,Chaud,Famille,Printemps,Chinois,Randonnée,Le Cap
67,5117.0,Shopping,14,Froid,Solo,Automne,Américain,Surf,Queenstown
24,3986.0,Plage,14,Froid,Amis,Automne,Britannique,Opéra,Santorin
62,,Cultuer,14,Froid,Amis,Été,Américain,Musée,
62,,Cultuer,14,Froid,Amis,Été,Américain,Musée,Londres
37,5178.0,Nature,4,Froid,Famille,Automne,Indien,Musique,Reykjavik
65,1673.0,Aventure,8,Tempéré,Famille,Hiver,Allemand,Gastronomie,Machu Picchu
48,6950.0,Histoire,9,Froid,Couple,Été,Britannique,Musée,Londres
44,1221.0,Plage,3,Chaud,Couple,Automne,Américain,Ski,Bali
39,5875.0,Ville,4,Froid,Solo,Automne,Britannique,Opéra,Sydney
37,2197.0,Histoire,6,Tempéré,Amis,Été,Américain,Randonnée,Machu Picchu
33,6821.0,Ville,8,Tempéré,Amis,Automne,Brésilien,Tango,New York
29,4005.0,Plage,6,Tempéré,Famille,Été,Chinois,Tango,Buenos Aires
39,6877.0,Histoire,7,Tempéré,Amis,Hiver,Français,Aurores boréales,Tokyo
59,6118.0,Cultuer,14,Froid,Solo,Hiver,Australien,Aurores boréales,Reykjavik
58,5677.0,Nature,4,Désertique,Solo,Automne,Français,Tango,Reykjavik
25,1529.0,Culture,16,Désertique,Amis,Automne,Britannique,Histoire,Le Caire
49,5036.0,Gastronomie,14,Froid,Amis,Printemps,Japonais,Opéra,Sydney
69,5139.0,Plage,5,Tempéré,Couple,Hiver,Australien,Shopping,New York
39,2443.0,Shopping,3,Chaud,Amis,Été,Français,Romance,Venise
49,4079.0,Ville,9,Désertique,Amis,Été,Britannique,Shopping,Dubai
45,6985.0,Ville,10,Chaud,Couple,Été,Britannique,Surf,Sydney
41,2070.0,Aventure,11,Tempéré,Amis,Hiver,Français,Randonnée,Machu Picchu
26,5372.0,Plage,20,Tempéré,Famille,Été,Chinois,Carnaval,Rio de Janeiro
67,,Cultuer,3,Désertique,Amis,Été,Canadien,Architecture,Barcelone
25,6150.0,Aventure,11,Froid,Famille,Hiver,Japonais,Opéra,Queenstown
63,5582.0,Histoire,14,Chaud,Famille,Été,Brésilien,Shopping,Marrakech
33,3051.0,Histoire,14,Désertique,Amis,Printemps,Américain,Musique,Vienne
25,6466.0,Gastronomie,14,Chaud,Amis,Été,Américain,Surf,Bali
31,7226.0,Shopping,14,Tempéré,Famille,Printemps,Britannique,Carnaval,Tokyo
44,2640.0,Histoire,9,Froid,Solo,Hiver,Japonais,Tango,Buenos Aires
38,3696.0,Shopping,13,Froid,Couple,Hiver,Indien,Randonnée,Le Cap
31,4982.0,Plage,15,Désertique,Couple,Hiver,Chinois,Surf,Bali
23,1985.0,Aventure,7,Désertique,Famille,Hiver,Britannique,Surf,Machu Picchu
69,3004.0,Cultuer,14,Tempéré,Amis,Été,Chinois,Histoire,Istanbul
61,6464.0,Aventure,11,Tempéré,Couple,Hiver,Australien,Ski,Queenstown
66,5959.0,Shopping,13,Chaud,Solo,Été,Français,Photographie,Santorin
22,6404.0,Culture,13,Tempéré,Solo,Été,Japonais,Surf,Kyoto
61,4269.0,Aventure,4,Tempéré,Solo,Printemps,Japonais,Opéra,Machu Picchu
60,7429.0,Gastronomie,13,Froid,Famille,Printemps,Américain,Randonnée,Machu Picchu
22,7877.0,Shopping,8,Désertique,Amis,Été,Français,Gastronomie,Tokyo
26,4999.0,Plage,14,Tempéré,Famille,Automne,Indien,Shopping,New York
28,5051.0,Histoire,15,Tempéré,Famille,Printemps,Japonais,Opéra,Sydney
19,1583.0,Histoire,13,Froid,Amis,Été,Indien,Aurores boréales,Reykjavik
23,,Cultuer,5,Désertique,Famille,Automne,Brésilien,Carnaval,Rio de Janeiro
51,6033.0,Ville,5,Tempéré,Solo,Hiver,Américain,Architecture,New York
66,5203.0,Aventure,6,Désertique,Couple,Été,Allemand,Gastronomie,Queenstown
49,4503.0,Aventure,19,Froid,Amis,Printemps,Japonais,Photographie,Queenstown
20,4867.0,Plage,19,Froid,Solo,Hiver,Allemand,Aurores boréales,Reykjavik
51,5044.0,Nature,14,Désertique,Famille,Automne,Japonais,Opéra,Reykjavik
21,3684.0,Shopping,14,Désertique,Couple,Hiver,Chinois,Carnaval,Rio de Janeiro
25,1204.0,Plage,15,Froid,Solo,Hiver,Allemand,Photographie,Santorin
31,3495.0,Shopping,19,Chaud,Amis,Été,Canadien,Ski,Santorin
48,6135.0,Nature,12,Désertique,Couple,Automne,Chinois,Musée,Reykjavik
46,5093.0,Cultuer,7,Chaud,Amis,Été,Français,Histoire,
46,5093.0,Cultuer,7,Chaud,Amis,Été,Français,Histoire,Rome
38,3479.0,Gastronomie,8,Chaud,Amis,Été,Chinois,Musée,Londres
34,4167.0,Nature,20,Froid,Couple,Été,Chinois,Aurores boréales,Reykjavik
55,3521.0,Aventure,15,Désertique,Famille,Été,Japonais,Gastronomie,Machu Picchu
